id_staff,id_user,name_staff,position_staff,speciality,license_number,years_experience,id_service
689,614,Baya Meddeb,Technician,Oncologist,LIC-10689,21,1
690,616,Dr. Sara Hammami,Dr.,Critical Care Specialist,LIC-10690,7,10
691,617,Dr. Naima Saidi,Dr.,Rheumatologist,LIC-10691,20,6
692,621,Dr. Houda Haddad,Dr.,Dermatopathologist,LIC-10692,17,3
693,623,Dr. Baya Douzi,Dr.,Ophthalmologist,LIC-10693,13,7
694,627,Wissem Nasri,Nurse,Critical Care Specialist,LIC-10694,35,10
695,628,Dr. Nesrine Hamouda,Dr.,Rheumatologist,LIC-10695,31,6
696,629,Hajer Rhouma,Resident,Pediatric Surgeon,LIC-10696,12,5
697,631,Dr. Rim Saidi,Dr.,Trauma Surgeon,LIC-10697,12,10
698,633,Thouraya Oueslati,Nurse,Hematologist,LIC-10698,14,1
699,635,Ines Ben Mansour,Resident,Radiologist,LIC-10699,18,11
700,639,Skander Chebbi,Intern,Cardiac Surgeon,LIC-10700,1,2
701,640,Ahmed Mansouri,Intern,Neurologist,LIC-10701,2,4
702,643,Baya Mansouri,Technician,Trauma Surgeon,LIC-10702,22,10
703,653,Issam Ben Youssef,Technician,Pulmonologist,LIC-10703,22,9
704,659,Khaoula Hamrouni,Intern,Endocrinologist,LIC-10704,3,8
705,660,Dr. Bechir Boukadida,Dr.,Thoracic Surgeon,LIC-10705,11,9
706,661,Wassim Ben Youssef,Nurse,Ophthalmologist,LIC-10706,6,7
707,663,Ghofrane Boukadida,Intern,Cardiac Surgeon,LIC-10707,2,2
708,664,Lobna Oueslati,Intern,Thyroid Specialist,LIC-10708,3,8
709,667,Dr. Ines Mzoughi,Dr.,Trauma Surgeon,LIC-10709,28,10
710,668,Dr. Chokri Rhouma,Dr.,Pediatric Surgeon,LIC-10710,32,5
711,669,Dr. Tarek Ben Youssef,Dr.,Glaucoma Specialist,LIC-10711,8,7
712,678,Dr. Amira Haddad,Dr.,Neurologist,LIC-10712,19,4
713,679,Dr. Hana Sellami,Dr.,Family Medicine,LIC-10713,27,12
714,682,Dr. Mariem Rhouma,Dr.,Glaucoma Specialist,LIC-10714,18,7
715,683,Asma Hachani,Intern,Radiologist,LIC-10715,2,11
716,686,Samir Zghal,Resident,Neurosurgeon,LIC-10716,32,4
717,691,Fethi Chebbi,Nurse,Endocrinologist,LIC-10717,12,8
718,693,Dr. Nabil Oueslati,Dr.,Respiratory Therapist,LIC-10718,30,9
719,694,Dr. Rayen Mathlouthi,Dr.,Glaucoma Specialist,LIC-10719,27,7
720,695,Dr. Soumaya Turki,Dr.,Radiologist,LIC-10720,15,11
721,696,Dr. Yasmine Labidi,Dr.,Critical Care Specialist,LIC-10721,27,10
722,698,Dr. Ines Hamrouni,Dr.,Dermatopathologist,LIC-10722,31,3
723,705,Wassim Maaloul,Intern,Hematologist,LIC-10723,1,1
724,706,Sana Chebbi,Intern,General Practitioner,LIC-10724,1,12
725,707,Dr. Samia Mansouri,Dr.,Orthopedic Surgeon,LIC-10725,19,6
726,709,Dr. Nour Azaiez,Dr.,Clinical Neurophysiologist,LIC-10726,30,4
727,710,Taoufik Bouzid,Technician,Neurologist,LIC-10727,30,4
728,712,Dr. Samir Douzi,Dr.,Trauma Surgeon,LIC-10728,11,10
729,716,Dr. Tarek Chebbi,Dr.,Oncologist,LIC-10729,27,1
730,721,Cyrine Lassoued,Resident,Electrophysiologist,LIC-10730,17,2
731,722,Dr. Oussama Zghal,Dr.,Internal Medicine,LIC-10731,35,12
732,725,Oussama Trabelsi,Technician,Thyroid Specialist,LIC-10732,4,8
733,726,Bassem Ghribi,Resident,General Practitioner,LIC-10733,24,12
734,743,Nabil Mansouri,Technician,Ophthalmologist,LIC-10734,7,7
735,747,Maryem Karray,Nurse,Emergency Physician,LIC-10735,11,10
736,751,Sara Turki,Intern,Dermatologist,LIC-10736,3,3
737,754,Dr. Rami Nasri,Dr.,Rheumatologist,LIC-10737,5,6
738,755,Taoufik Azaiez,Technician,Neurosurgeon,LIC-10738,22,4
739,758,Bassem Hamouda,Technician,Physiotherapist,LIC-10739,17,6
740,759,Dr. Hela Rahali,Dr.,Dermatologist,LIC-10740,34,3
741,762,Dr. Bassem Trabelsi,Dr.,Rheumatologist,LIC-10741,24,6
742,769,Oussama Oueslati,Nurse,General Practitioner,LIC-10742,20,12
743,771,Samia Mansouri,Technician,Interventional Radiologist,LIC-10743,10,11
744,778,Dr. Bechir Ghribi,Dr.,Dermatopathologist,LIC-10744,19,3
745,780,Dr. Zied Nasri,Dr.,Radiation Oncologist,LIC-10745,20,1
746,784,Dr. Bilel Chérif,Dr.,Neonatologist,LIC-10746,33,5
747,785,Mouna Sellami,Resident,Thyroid Specialist,LIC-10747,11,8
748,789,Dr. Mariem Douzi,Dr.,Critical Care Specialist,LIC-10748,21,10
749,793,Cyrine Ben Salah,Resident,Thyroid Specialist,LIC-10749,11,8
750,795,Dr. Khaled Lassoued,Dr.,Diabetologist,LIC-10750,1,8
751,796,Elyès Bouazizi,Intern,Neurosurgeon,LIC-10751,1,4
752,799,Fares Mzoughi,Nurse,Critical Care Specialist,LIC-10752,8,10
753,802,Radhia Mejri,Intern,Diabetologist,LIC-10753,0,8
754,807,Dr. Mouna Karray,Dr.,General Practitioner,LIC-10754,24,12
755,811,Elyès Hammami,Resident,Radiologist,LIC-10755,22,11
756,812,Emna Bouazizi,Nurse,Thoracic Surgeon,LIC-10756,35,9
757,813,Dr. Hamza Ghribi,Dr.,Thyroid Specialist,LIC-10757,34,8
758,816,Tarek Bouzid,Nurse,General Practitioner,LIC-10758,16,12
759,819,Olfa Hamouda,Technician,Dermatologist,LIC-10759,18,3
760,821,Dr. Nadia Rahali,Dr.,General Practitioner,LIC-10760,5,12
761,824,Yasmine Nefzi,Nurse,Radiation Oncologist,LIC-10761,15,1
762,831,Nesrine Chérif,Technician,Endocrinologist,LIC-10762,35,8
763,833,Dr. Rania Hamrouni,Dr.,Neurosurgeon,LIC-10763,8,4
764,840,Latifa Maaloul,Technician,Neurologist,LIC-10764,35,4
765,843,Ibtissem Souissi,Technician,Pediatric Surgeon,LIC-10765,1,5
766,845,Dr. Ibtissem Jelassi,Dr.,Family Medicine,LIC-10766,13,12
767,848,Ibtissem Ghribi,Technician,Surgical Oncologist,LIC-10767,27,1
768,851,Mourad Rahali,Technician,Radiologist,LIC-10768,22,11
769,855,Emna Lassoued,Nurse,Interventional Radiologist,LIC-10769,17,11
770,857,Issam Bouzid,Intern,Pediatric Surgeon,LIC-10770,2,5
771,858,Dr. Ghassen Ayari,Dr.,Cosmetic Dermatologist,LIC-10771,1,3
772,860,Asma Azaiez,Technician,Endocrinologist,LIC-10772,12,8
773,866,Nour Rhouma,Resident,Interventional Radiologist,LIC-10773,7,11
774,869,Dr. Ridha Ferchichi,Dr.,Neurologist,LIC-10774,15,4
775,870,Hajer Tlili,Nurse,Rheumatologist,LIC-10775,31,6
776,871,Amira Zouari,Nurse,Emergency Physician,LIC-10776,10,10
777,877,Dr. Asma Khelifi,Dr.,Ophthalmologist,LIC-10777,11,7
778,879,Dr. Imen Fakhfakh,Dr.,Rheumatologist,LIC-10778,31,6
779,880,Radhia Belhaj,Resident,Family Medicine,LIC-10779,15,12
780,881,Dorra Lassoued,Nurse,Orthopedic Surgeon,LIC-10780,20,6
781,882,Slim Brik,Intern,Family Medicine,LIC-10781,3,12
782,884,Maher Jelassi,Resident,Ophthalmologist,LIC-10782,26,7
783,889,Omar Turki,Intern,Radiologist,LIC-10783,3,11
784,894,Dr. Habib Rahali,Dr.,General Practitioner,LIC-10784,14,12
785,906,Sawsen Mansouri,Nurse,Neonatologist,LIC-10785,2,5
786,909,Asma Jelassi,Resident,Rheumatologist,LIC-10786,13,6
787,910,Rami Labidi,Technician,Pediatrician,LIC-10787,5,5
788,912,Nesrine Khelifi,Intern,Family Medicine,LIC-10788,3,12
789,913,Ali Hachani,Resident,Internal Medicine,LIC-10789,32,12
790,919,Tarek Rahali,Resident,Oncologist,LIC-10790,4,1
791,922,Ghassen Ferchichi,Nurse,Respiratory Therapist,LIC-10791,29,9
792,930,Bassem Jebali,Technician,Dermatopathologist,LIC-10792,5,3
793,932,Hedi Hachani,Resident,Dermatologist,LIC-10793,20,3
794,933,Dr. Hela Mejri,Dr.,Endocrinologist,LIC-10794,21,8
795,934,Wissem Zghal,Nurse,Thoracic Surgeon,LIC-10795,19,9
796,935,Dr. Houssem Trabelsi,Dr.,Cardiovascular Nurse,LIC-10796,24,2
797,937,Dr. Sabah Ayari,Dr.,Cosmetic Dermatologist,LIC-10797,30,3
798,939,Olfa Chebbi,Intern,Orthopedic Surgeon,LIC-10798,2,6
799,940,Dr. Dorra Belhaj,Dr.,Dermatologist,LIC-10799,27,3
800,947,Houda Haddad,Technician,Oncologist,LIC-10800,33,1
801,949,Sara Trabelsi,Resident,Surgical Oncologist,LIC-10801,35,1
802,952,Faten Oueslati,Intern,Radiologist,LIC-10802,0,11
803,953,Dr. Hela Maaloul,Dr.,Pulmonologist,LIC-10803,33,9
804,956,Hamza Missaoui,Technician,Critical Care Specialist,LIC-10804,13,10
805,957,Ferida Bouazizi,Resident,Neonatologist,LIC-10805,29,5
806,958,Bechir Mzoughi,Intern,Cardiac Surgeon,LIC-10806,2,2
807,961,Taoufik Nefzi,Resident,Hematologist,LIC-10807,19,1
808,964,Fatma Labidi,Resident,Oncologist,LIC-10808,15,1
809,966,Dr. Hedi Jelassi,Dr.,Pediatrician,LIC-10809,21,5
810,967,Dr. Issam Chebbi,Dr.,Trauma Surgeon,LIC-10810,10,10
811,969,Dr. Wafa Hachani,Dr.,Neurosurgeon,LIC-10811,12,4
812,972,Dr. Amine Trabelsi,Dr.,Dermatopathologist,LIC-10812,23,3
813,973,Youssef Hamrouni,Intern,Clinical Neurophysiologist,LIC-10813,1,4
814,974,Dr. Wafa Tlili,Dr.,Retinal Specialist,LIC-10814,15,7
815,976,Rami Hachani,Intern,Radiation Oncologist,LIC-10815,3,1
816,978,Sirine Sassi,Resident,Hematologist,LIC-10816,14,1
817,982,Zied Chaabane,Technician,Diabetologist,LIC-10817,13,8
818,986,Rami Hachani,Resident,Emergency Physician,LIC-10818,6,10
819,987,Dr. Hana Saidi,Dr.,Dermatologist,LIC-10819,8,3
820,989,Mounir Kraiem,Intern,Family Medicine,LIC-10820,3,12
821,995,Dr. Walid Souissi,Dr.,Respiratory Therapist,LIC-10821,31,9
822,997,Dr. Mehdi Saidi,Dr.,Endocrinologist,LIC-10822,1,8
823,998,Naima Ghribi,Resident,Ophthalmologist,LIC-10823,23,7
824,1001,Dr. Hatem Tlili,Dr.,Glaucoma Specialist,LIC-10824,20,7
825,1006,Dr. Olfa Hamouda,Dr.,Nuclear Medicine Specialist,LIC-10825,25,11
826,1009,Samia Trabelsi,Nurse,Internal Medicine,LIC-10826,21,12
827,1010,Dr. Ali Mzoughi,Dr.,Dermatopathologist,LIC-10827,1,3
828,1011,Dr. Karim Nefzi,Dr.,Dermatopathologist,LIC-10828,31,3
829,1016,Dr. Ferida Hammami,Dr.,Emergency Physician,LIC-10829,19,10
830,1018,Hatem Labidi,Resident,Cosmetic Dermatologist,LIC-10830,12,3
831,1019,Dr. Nizar Nefzi,Dr.,Internal Medicine,LIC-10831,12,12
832,1020,Dr. Hatem Boughanmi,Dr.,Dermatologist,LIC-10832,32,3
833,1024,Hajer Tlili,Resident,Interventional Radiologist,LIC-10833,17,11
834,1027,Dr. Sofien Hamrouni,Dr.,Surgical Oncologist,LIC-10834,2,1
835,1035,Dr. Samia Hammami,Dr.,Ophthalmologist,LIC-10835,35,7
836,1043,Dr. Zied Rhouma,Dr.,Dermatologist,LIC-10836,1,3
837,1044,Dr. Lotfi Azaiez,Dr.,Electrophysiologist,LIC-10837,5,2
838,1045,Sirine Lassoued,Technician,Glaucoma Specialist,LIC-10838,29,7
839,1046,Dr. Yasmine Karray,Dr.,Neonatologist,LIC-10839,31,5
840,1050,Dorra Ghannouchi,Intern,Nuclear Medicine Specialist,LIC-10840,2,11
841,1051,Dr. Imen Fakhfakh,Dr.,Diabetologist,LIC-10841,13,8
842,1059,Dr. Yasmine Dridi,Dr.,Dermatologist,LIC-10842,6,3
843,1064,Bechir Sfar,Resident,Pediatric Surgeon,LIC-10843,7,5
844,1067,Nesrine Dridi,Nurse,Dermatopathologist,LIC-10844,20,3
845,1071,Slim Mansouri,Technician,Nuclear Medicine Specialist,LIC-10845,34,11
846,1072,Khaled Missaoui,Nurse,Cosmetic Dermatologist,LIC-10846,28,3
847,1073,Dr. Sara Fakhfakh,Dr.,Critical Care Specialist,LIC-10847,3,10
848,1074,Mouna Azaiez,Resident,Radiologist,LIC-10848,13,11
849,1077,Dr. Nizar Ben Ali,Dr.,Radiologist,LIC-10849,16,11
850,1079,Sana Haddad,Intern,Hematologist,LIC-10850,3,1
851,1082,Mariem Mejri,Resident,Endocrinologist,LIC-10851,30,8
852,1084,Imen Nasri,Technician,Cardiovascular Nurse,LIC-10852,33,2
853,1086,Dr. Slim Ferchichi,Dr.,Neonatologist,LIC-10853,32,5
854,1087,Sabah Bahri,Technician,Radiologist,LIC-10854,22,11
855,1088,Ferida Nefzi,Nurse,Cardiovascular Nurse,LIC-10855,28,2
856,1092,Dr. Radhia Trabelsi,Dr.,Cardiac Surgeon,LIC-10856,30,2
857,1094,Sirine Jebali,Nurse,Cosmetic Dermatologist,LIC-10857,20,3
858,1095,Dr. Ridha Jelassi,Dr.,Pulmonologist,LIC-10858,26,9
859,1097,Dr. Samir Mejri,Dr.,Radiologist,LIC-10859,2,11
860,1103,Wafa Brik,Intern,Thoracic Surgeon,LIC-10860,1,9
861,1104,Dr. Hela Sellami,Dr.,Respiratory Therapist,LIC-10861,35,9
862,1106,Dr. Olfa Hamouda,Dr.,Orthopedic Surgeon,LIC-10862,7,6
863,1107,Dr. Wassim Khelifi,Dr.,General Practitioner,LIC-10863,35,12
864,1108,Dr. Imen Jelassi,Dr.,Pediatrician,LIC-10864,26,5
865,1109,Amel Ben Youssef,Resident,Diabetologist,LIC-10865,21,8
866,1111,Karim Brik,Nurse,Oncologist,LIC-10866,17,1
867,1113,Oussama Bahri,Nurse,Clinical Neurophysiologist,LIC-10867,5,4
868,1116,Rania Rhouma,Resident,Dermatologist,LIC-10868,31,3
869,1117,Dr. Anis Rhouma,Dr.,Ophthalmologist,LIC-10869,27,7
870,1118,Dr. Nabil Chérif,Dr.,Neurosurgeon,LIC-10870,5,4
871,1124,Dr. Fares Rahali,Dr.,Ophthalmologist,LIC-10871,10,7
872,1126,Dr. Rami Ayari,Dr.,Interventional Radiologist,LIC-10872,21,11
873,1132,Dr. Fatma Rezgui,Dr.,Respiratory Therapist,LIC-10873,34,9
874,1133,Amine Hachani,Technician,Clinical Neurophysiologist,LIC-10874,29,4
875,1135,Dr. Lobna Meddeb,Dr.,Thoracic Surgeon,LIC-10875,30,9
876,1136,Maryem Bouazizi,Intern,Pediatrician,LIC-10876,3,5
877,1141,Dorra Jebali,Technician,Glaucoma Specialist,LIC-10877,11,7
878,1142,Oussama Hamouda,Technician,Pediatrician,LIC-10878,34,5
879,1144,Amine Maaloul,Intern,Clinical Neurophysiologist,LIC-10879,3,4
880,1145,Houssem Jelassi,Resident,Oncologist,LIC-10880,18,1
881,1146,Baya Brik,Nurse,Pediatric Surgeon,LIC-10881,33,5
882,1147,Khaoula Turki,Nurse,Orthopedic Surgeon,LIC-10882,1,6
883,1149,Amira Mansouri,Technician,Clinical Neurophysiologist,LIC-10883,32,4
884,1156,Fares Chérif,Resident,Interventional Radiologist,LIC-10884,7,11
885,1158,Sabah Meddeb,Technician,Thoracic Surgeon,LIC-10885,25,9
886,1160,Mourad Nefzi,Resident,Oncologist,LIC-10886,7,1
887,1162,Dr. Wissem Sfar,Dr.,Neurosurgeon,LIC-10887,27,4
888,1163,Dr. Nabil Mansouri,Dr.,Rheumatologist,LIC-10888,29,6
889,1166,Dr. Taoufik Missaoui,Dr.,Glaucoma Specialist,LIC-10889,28,7
890,1167,Dr. Sawsen Boughdiri,Dr.,Clinical Neurophysiologist,LIC-10890,12,4
891,1169,Ines Rezgui,Intern,Cardiovascular Nurse,LIC-10891,3,2
892,1171,Ahmed Brik,Technician,Neonatologist,LIC-10892,23,5
893,1175,Lotfi Bouzid,Nurse,Endocrinologist,LIC-10893,21,8
894,1177,Raja Hamouda,Nurse,Dermatologist,LIC-10894,21,3
895,1181,Bechir Haddad,Intern,Cosmetic Dermatologist,LIC-10895,0,3
896,1183,Dr. Khaoula Mbarki,Dr.,Physiotherapist,LIC-10896,7,6
897,1184,Aziz Maaloul,Resident,Rheumatologist,LIC-10897,32,6
898,1186,Ghassen Mathlouthi,Resident,Neurosurgeon,LIC-10898,32,4
899,1188,Lotfi Ferchichi,Technician,Orthopedic Surgeon,LIC-10899,11,6
900,1194,Dr. Asma Trabelsi,Dr.,Clinical Neurophysiologist,LIC-10900,20,4
901,1196,Samir Hamouda,Nurse,Thoracic Surgeon,LIC-10901,12,9
902,3,Dr. Zohra Labidi,Dr.,Neurologist,LIC-10902,6,4
903,5,Intissar Belhaj,Resident,Pediatrician,LIC-10903,22,5
904,8,Meriam Mbarki,Resident,Cosmetic Dermatologist,LIC-10904,7,3
905,14,Mouna Meddeb,Nurse,Critical Care Specialist,LIC-10905,6,10
906,17,Asma Dridi,Technician,Radiation Oncologist,LIC-10906,10,1
907,18,Dr. Sawsen Rahali,Dr.,Endocrinologist,LIC-10907,15,8
908,19,Dr. Nesrine Boughanmi,Dr.,Thyroid Specialist,LIC-10908,14,8
909,22,Maryem Ben Ali,Nurse,Neurologist,LIC-10909,31,4
910,24,Dr. Ridha Turki,Dr.,Ophthalmologist,LIC-10910,34,7
911,26,Aymen Haddad,Resident,Family Medicine,LIC-10911,24,12
912,29,Mehdi Jelassi,Intern,Orthopedic Surgeon,LIC-10912,2,6
913,31,Dr. Meriam Mbarki,Dr.,General Practitioner,LIC-10913,21,12
914,32,Dr. Khadija Bouzid,Dr.,Electrophysiologist,LIC-10914,35,2
915,34,Dr. Hedi Sfar,Dr.,Family Medicine,LIC-10915,15,12
916,39,Dr. Raja Rahali,Dr.,Thyroid Specialist,LIC-10916,29,8
917,40,Mounir Chérif,Resident,Cardiac Surgeon,LIC-10917,2,2
918,43,Dr. Nadia Ayari,Dr.,Physiotherapist,LIC-10918,10,6
919,44,Youssef Zouari,Intern,Cardiovascular Nurse,LIC-10919,2,2
920,46,Aziz Trabelsi,Technician,Glaucoma Specialist,LIC-10920,9,7
921,47,Zohra Souissi,Technician,Pediatric Surgeon,LIC-10921,20,5
922,49,Khaoula Dridi,Resident,Dermatopathologist,LIC-10922,21,3
923,50,Dr. Mohamed Labidi,Dr.,Family Medicine,LIC-10923,8,12
924,51,Dr. Sabah Bouazizi,Dr.,Respiratory Therapist,LIC-10924,11,9
925,53,Dr. Baya Mejri,Dr.,Emergency Physician,LIC-10925,12,10
926,54,Ines Douzi,Technician,General Practitioner,LIC-10926,22,12
927,60,Salma Sfar,Resident,Critical Care Specialist,LIC-10927,25,10
928,63,Soumaya Ben Youssef,Technician,Cosmetic Dermatologist,LIC-10928,12,3
929,65,Amine Tlili,Intern,Dermatopathologist,LIC-10929,3,3
930,66,Dr. Mehdi Boukadida,Dr.,Cosmetic Dermatologist,LIC-10930,26,3
931,70,Walid Dridi,Intern,Nuclear Medicine Specialist,LIC-10931,0,11
932,74,Dr. Slim Ayari,Dr.,Respiratory Therapist,LIC-10932,2,9
933,75,Dr. Zaineb Chaabane,Dr.,Interventional Radiologist,LIC-10933,7,11
934,78,Dr. Sana Ben Ali,Dr.,Surgical Oncologist,LIC-10934,25,1
935,82,Lobna Trabelsi,Intern,Cardiac Surgeon,LIC-10935,1,2
936,83,Ghofrane Labidi,Technician,Dermatopathologist,LIC-10936,14,3
937,90,Dr. Mariem Sfar,Dr.,Trauma Surgeon,LIC-10937,12,10
938,91,Dr. Ridha Mansouri,Dr.,Pulmonologist,LIC-10938,29,9
939,92,Dr. Ahmed Labidi,Dr.,Pulmonologist,LIC-10939,20,9
940,93,Amel Sfar,Intern,Radiologist,LIC-10940,1,11
941,96,Dr. Amine Boukadida,Dr.,Emergency Physician,LIC-10941,22,10
942,100,Raja Fakhfakh,Resident,Endocrinologist,LIC-10942,5,8
943,101,Khaoula Bouzid,Intern,Dermatologist,LIC-10943,3,3
944,102,Wafa Ben Mansour,Resident,Surgical Oncologist,LIC-10944,4,1
945,103,Dr. Samia Ghribi,Dr.,Pulmonologist,LIC-10945,21,9
946,104,Cyrine Missaoui,Resident,Thoracic Surgeon,LIC-10946,13,9
947,108,Dr. Amel Hamrouni,Dr.,Endocrinologist,LIC-10947,19,8
948,115,Ghassen Jelassi,Resident,Retinal Specialist,LIC-10948,6,7
949,118,Mounir Trabelsi,Technician,Cardiovascular Nurse,LIC-10949,31,2
950,123,Sofien Ben Youssef,Nurse,Diabetologist,LIC-10950,4,8
951,126,Dr. Khaled Sassi,Dr.,Neurologist,LIC-10951,20,4
952,128,Dr. Aymen Kraiem,Dr.,Interventional Radiologist,LIC-10952,4,11
953,129,Dr. Issam Trabelsi,Dr.,Neonatologist,LIC-10953,13,5
954,131,Dr. Mariem Zghal,Dr.,Interventional Radiologist,LIC-10954,33,11
955,132,Dr. Cyrine Karray,Dr.,Respiratory Therapist,LIC-10955,3,9
956,135,Rami Sfar,Technician,Dermatologist,LIC-10956,21,3
957,136,Dr. Nour Mansouri,Dr.,Endocrinologist,LIC-10957,1,8
958,137,Dr. Leila Ben Youssef,Dr.,General Practitioner,LIC-10958,19,12
959,139,Dr. Mohamed Azaiez,Dr.,Interventional Radiologist,LIC-10959,12,11
960,144,Dr. Naima Meddeb,Dr.,Physiotherapist,LIC-10960,3,6
961,146,Dr. Maryem Mzoughi,Dr.,Critical Care Specialist,LIC-10961,17,10
962,147,Houda Zouari,Nurse,Clinical Neurophysiologist,LIC-10962,18,4
963,148,Dr. Soumaya Hamouda,Dr.,Retinal Specialist,LIC-10963,25,7
964,149,Dr. Rim Sassi,Dr.,Diabetologist,LIC-10964,1,8
965,150,Ghofrane Hamouda,Resident,Hematologist,LIC-10965,9,1
966,153,Dr. Elyès Hamouda,Dr.,Cardiologist,LIC-10966,8,2
967,155,Sana Azaiez,Technician,Cardiac Surgeon,LIC-10967,35,2
968,158,Hedi Khelifi,Nurse,Nuclear Medicine Specialist,LIC-10968,26,11
969,170,Amel Zghal,Nurse,Pediatric Surgeon,LIC-10969,17,5
970,175,Dr. Amira Rhouma,Dr.,Ophthalmologist,LIC-10970,6,7
971,176,Makram Karray,Technician,Neurologist,LIC-10971,34,4
972,177,Ali Lassoued,Technician,Cardiologist,LIC-10972,15,2
973,181,Leila Sassi,Resident,Dermatologist,LIC-10973,5,3
974,183,Tarek Jelassi,Intern,Thyroid Specialist,LIC-10974,1,8
975,185,Dr. Ridha Belhaj,Dr.,Nuclear Medicine Specialist,LIC-10975,13,11
976,187,Sabah Souissi,Intern,Oncologist,LIC-10976,1,1
977,188,Slim Sellami,Nurse,Cosmetic Dermatologist,LIC-10977,30,3
978,190,Dr. Walid Azaiez,Dr.,Retinal Specialist,LIC-10978,10,7
979,193,Dr. Amel Saidi,Dr.,Neurologist,LIC-10979,13,4
980,199,Slim Fakhfakh,Technician,Hematologist,LIC-10980,5,1
981,201,Nesrine Belhaj,Nurse,Pulmonologist,LIC-10981,10,9
982,205,Dr. Nadia Hamrouni,Dr.,Cardiologist,LIC-10982,27,2
983,207,Dr. Cyrine Zghal,Dr.,Critical Care Specialist,LIC-10983,11,10
984,208,Aziz Hamrouni,Intern,Radiation Oncologist,LIC-10984,0,1
985,209,Dr. Thouraya Dridi,Dr.,Ophthalmologist,LIC-10985,4,7
986,211,Dr. Zied Hachani,Dr.,Clinical Neurophysiologist,LIC-10986,3,4
987,213,Dr. Hela Zghal,Dr.,Hematologist,LIC-10987,25,1
988,218,Bassem Zouari,Resident,Thyroid Specialist,LIC-10988,16,8
989,219,Wassim Boukadida,Nurse,Rheumatologist,LIC-10989,30,6
990,223,Dr. Samia Boughdiri,Dr.,Thyroid Specialist,LIC-10990,24,8
991,224,Olfa Mzoughi,Nurse,Nuclear Medicine Specialist,LIC-10991,12,11
992,227,Dr. Zied Nasri,Dr.,Rheumatologist,LIC-10992,2,6
993,229,Houda Ghribi,Nurse,Dermatologist,LIC-10993,30,3
994,230,Dr. Soumaya Mansouri,Dr.,Ophthalmologist,LIC-10994,23,7
995,233,Rami Haddad,Resident,Retinal Specialist,LIC-10995,29,7
996,238,Ridha Ben Youssef,Technician,Physiotherapist,LIC-10996,21,6
997,241,Dr. Elyès Haddad,Dr.,Internal Medicine,LIC-10997,14,12
998,243,Dr. Tarek Souissi,Dr.,Emergency Physician,LIC-10998,24,10
999,244,Taoufik Bahri,Resident,Rheumatologist,LIC-10999,20,6
1000,3,Dr. Hajer Haddad,Dr.,Endocrinologist,LIC-11000,35,8
